shape	Ip	Fp	N_x	N_y	D	A	B	beta	E	COF	LCC	h_min
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.3	0.09912807980182106	42.071894425590884	5.250010046120551e-05
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.4	0.06816029545526874	64.65195473392929	4.500004205895564e-05
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.5	0.04804185436768455	97.96063405413692	3.7500651588963005e-05
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.6	0.03361973498853387	151.3396290824237	3.0000755611649514e-05
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.7	0.022992048919905476	245.49821770241957	2.2500622792047884e-05
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.8	0.015041961389362774	437.08878550556705	1.5000024623975504e-05
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.9	0.007168700587681963	1231.0395433389986	7.5025497268393266e-06
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.91	0.00654953490711973	1418.6855409299028	6.750853040024315e-06
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.92	0.005945894390622855	1653.2352832934669	6.000053740870891e-06
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.93	0.005339054381563117	1960.6661556428198	5.250542174908415e-06
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.94	0.004734224922984342	2378.4576337864637	4.501545540990783e-06
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.95	0.004120346350244734	2975.870734902865	3.750258970106945e-06
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.96	0.0035107812642139824	3889.9958372749293	3.00021459909289e-06
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.97	0.0028762637309989493	5450.304015530204	2.2502917731672204e-06
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.98	0.002199103715365274	8651.012339342868	1.5007054818633624e-06
R-2	0	1.0	4	6	0.0001005	0.0005	0.55	45	0.985	0.0018393817464913667	11913.937083071847	1.1258107021969582e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.1	0.3389746815347407	11.23809860766451	6.750000136763562e-05
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.2	0.16472596059163047	23.85547541076579	6.000023557730336e-05
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.3	0.10429827093971092	38.94703435918018	5.250003489631024e-05
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.4	0.07151751642793769	59.63637299373354	4.5000000257883825e-05
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.5	0.04971287035439386	91.695061568016	3.7501386469038174e-05
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.6	0.03417513894139099	146.0492672782085	3.000019007486308e-05
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.7	0.02311296644116898	242.4033519430233	2.2501664748015256e-05
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.8	0.014457083367844596	460.84429519827404	1.5000894152290421e-05
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.9	0.007344440667668017	1227.3469513524742	7.5003236106384425e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.91	0.006692252653820047	1410.6993421909729	6.750008603869389e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.92	0.00605135994203171	1644.1680004001244	6.000347154407376e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.93	0.00541187780382722	1950.264411326608	5.2523594453995455e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.94	0.004781298284303262	2366.728413771743	4.500222362726386e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.95	0.004156223975640271	2962.2526732842525	3.7514974138238728e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.96	0.0035280436538485485	3874.170206196127	3.0000289671116116e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.97	0.0028801597875505935	5433.071726541545	2.2500005150787147e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.98	0.0021976597543935045	8639.870908127135	1.5014199016929407e-06
R-3	240	0.23	4	6	0.0001005	0.0005	0.55	45	0.985	0.001835216106065174	11912.002138567563	1.125468596872031e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.1	0.3394079635690857	11.416926725111576	6.750001964552203e-05
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.2	0.16569263692236794	24.404318355256503	6.000015012478157e-05
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.3	0.10506965516524588	40.649929664122105	5.2500249963639294e-05
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.4	0.07264732669929107	62.500799068763925	4.5000199643277505e-05
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.5	0.05172878862907588	94.3156122063949	3.7500699826723166e-05
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.6	0.036338546546080354	146.20101159038512	3.000034804755511e-05
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.7	0.02444160708591265	242.31121705015994	2.2501510054302495e-05
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.8	0.01504633280421472	460.7696071476574	1.5000847130569321e-05
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.9	0.007496860311694956	1227.2846679604602	7.500332820690605e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.91	0.00681731161757064	1410.637251241841	6.750009957427929e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.92	0.006151779037531509	1644.1067705024016	6.000340206450949e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.93	0.0054928707136188805	1950.202731267912	5.2523442715692695e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.94	0.004847784368874663	2366.6676043815864	4.500226172689239e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.95	0.004204768952035774	2962.194850127215	3.7514897775761722e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.96	0.0035615264328122662	3874.114068447508	3.000028176001501e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.97	0.0029028317260807886	5433.015531253119	2.250000592584275e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.98	0.0022106565687531566	8639.816399871315	1.5014174912868576e-06
R-4	240	1.0	4	6	0.0001005	0.0005	0.55	45	0.985	0.001844542236585612	11911.9531798728	1.1254695661056246e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.1	0.32367976088940104	11.807807600498034	6.750025340626727e-05
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.2	0.1591383533307134	24.845969163821543	6.000009786227038e-05
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.3	0.10033878938932268	40.85069297221334	5.250003104267816e-05
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.4	0.06852568940600597	62.40052308240639	4.500063611648374e-05
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.5	0.04789061086337372	94.16182660069849	3.7500961662755426e-05
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.6	0.03319084528288368	145.87142238969227	3.0000736278891145e-05
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.7	0.02217449745516271	241.70408587867988	2.2501690689200617e-05
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.8	0.013683474255525012	459.6645921418417	1.5001465284700636e-05
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.9	0.00694486511576435	1225.0217606743472	7.5001318900357234e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.91	0.006335657371156577	1408.2183914853322	6.750011394337795e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.92	0.00573678464010602	1641.4274653696898	6.000606569327821e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.93	0.0051437170651690055	1947.2625662499772	5.252418475897602e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.94	0.004556818914141102	2363.366160831305	4.500092213843548e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.95	0.00397349537215827	2958.3148704776413	3.7519166599138257e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.96	0.003381951892933686	3869.507632360247	3.0001035611902423e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.97	0.0027764831834883384	5427.334898234445	2.250014608239861e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.98	0.0021320977185648954	8631.810128033028	1.5017701351373868e-06
R-5	0	0.615	1	6	0.0001005	0.0005	0.55	45	0.985	0.0017878030714004983	11900.752665320899	1.1253006215722282e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.1	0.3522643286783633	12.114322049232898	6.750025590559126e-05
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.2	0.16586914930214058	25.712346760606255	6.000015249517672e-05
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.3	0.10102482111040219	42.61998374046141	5.250072123832924e-05
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.4	0.06696312948492371	65.6938823639856	4.5000105862354496e-05
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.5	0.04536399404305208	100.57470000000755	3.75000068668519e-05
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.6	0.030303457099134217	159.51024742438676	3.0000046154838842e-05
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.7	0.01943696959209722	273.91440156582104	2.2501335740313616e-05
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.8	0.011416033309960464	550.240167389496	1.5000280367621863e-05
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.9	0.00547842481437851	1557.3473329620447	7.502356900208306e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.91	0.005020690940815863	1784.272518067988	6.7519490685844335e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.92	0.004594079966885073	2057.969505053087	6.001692177145478e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.93	0.004207518541132408	2388.3610258651743	5.251750001761964e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.94	0.0038723867671203614	2785.681876134653	4.502449069479719e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.95	0.003600117610017287	3258.7843905325385	3.7513015644826615e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.96	0.0034185334913332675	3807.404924286552	3.000043120314663e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.97	0.0035212141316842104	4220.742265607788	2.2523497819980226e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.98	0.003545570627361614	5013.617447409009	1.5000687273904966e-06
R-6	0	0.615	6	6	0.0001005	0.0005	0.55	45	0.985	0.0028143400408163046	7415.945905566449	1.126642513413098e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.1	0.32732437324033614	11.747654900882491	6.750008249765058e-05
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.2	0.16003754522540184	24.85285342992962	6.000026343406899e-05
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.3	0.10138165648416597	40.87720776465993	5.2500017484159054e-05
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.4	0.06986276848114406	62.49862069794757	4.5000922257409726e-05
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.5	0.04938393458706346	94.36919335224921	3.7500483662554956e-05
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.6	0.03454143378772002	146.24490686573753	3.0000266770627328e-05
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.7	0.023185357953702548	242.34804801942258	2.250141345309565e-05
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.8	0.014331379539888387	460.80126731699386	1.500081264247942e-05
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.9	0.007222793499913997	1227.3129387446293	7.5003402025117425e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.91	0.006579931264096324	1410.6645485632175	6.7500110899859434e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.92	0.00595234662407406	1644.1337199634188	6.0003347778577405e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.93	0.005324914392625355	1950.2282751798732	5.252332301195161e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.94	0.00470746871215529	2366.6928492615853	4.500229221025922e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.95	0.004093755360258511	2962.221501627127	3.751483672471725e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.96	0.003477263217372389	3874.1412711830903	3.0000275462357948e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.97	0.002844597305818995	5433.04195049722	2.250000659056261e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.98	0.002175385551322516	8639.843584457385	1.5014155392243876e-06
R-7	240	0.615	1	6	0.0001005	0.0005	0.55	45	0.985	0.0018187758684737978	11911.984643982018	1.125470358210598e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.1	0.34166598006884874	11.245423678773006	6.750001073679046e-05
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.2	0.1662146457711536	24.069879495490696	6.000002407048509e-05
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.3	0.10568077311320326	39.74997838466055	5.2500001314271204e-05
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.4	0.07314475885312138	60.99940195057092	4.500000015067469e-05
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.5	0.05138372083714355	93.7782837555165	3.750000040692955e-05
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.6	0.03615656851046692	146.25313752493685	3.0000560693783436e-05
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.7	0.02449591173786044	242.3378845366206	2.2501692505309922e-05
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.8	0.015185860329507443	460.79185174869383	1.500091012619721e-05
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.9	0.007595694910740464	1227.3035709240146	7.50032023803667e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.91	0.006910556320500441	1410.657232627082	6.75000814070589e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.92	0.006232407825340422	1644.1266151023976	6.000349661814407e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.93	0.005561459610404286	1950.2243602104588	5.252364811786189e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.94	0.004904814360761999	2366.689196661593	4.500221048877514e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.95	0.004250958386569091	2962.213590224589	3.7515000539958957e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.96	0.0035969177243458388	3874.131655995858	3.000029236802398e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.97	0.002928648612482318	5433.034323932511	2.2500004912118898e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.98	0.0022272684448539077	8639.834163894733	1.5014206389952015e-06
R-8	240	0.615	6	6	0.0001005	0.0005	0.55	45	0.985	0.0018560170524497123	11911.964393881477	1.125468306731045e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.1	0.46081859438864725	8.48046869682267	6.750008512052128e-05
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.2	0.22143338297302717	17.956150012790083	6.0000406680942606e-05
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.3	0.13759260323810366	29.76985717042302	5.2500053826976746e-05
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.4	0.09180960236009184	46.09437550725222	4.5000003288810884e-05
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.5	0.06236265660349665	70.97394037721145	3.7500016501896377e-05
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.6	0.042167062657988016	113.05291264707493	3.000000440103372e-05
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.7	0.027162130112077777	194.96190450791983	2.250043152832046e-05
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.8	0.015774316076875135	394.6864832446426	1.5000114577936342e-05
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.9	0.007220637097332142	1172.4337571805193	7.502561221760525e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.91	0.006494721325914309	1367.9428923081853	6.751551343415068e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.92	0.005796062961752757	1619.8275717083293	6.000500209184253e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.93	0.005117296181889452	1953.2326053526403	5.250003727946222e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.94	0.004463668953391029	2409.38416130857	4.501226847850997e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.95	0.003834096387257799	3060.5911197198902	3.7506132078335138e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.96	0.003228433016604702	4042.665394253957	3.0012544310061557e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.97	0.0026662014691388593	5640.893800067238	2.250204147189455e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.98	0.0021533153838488206	8526.453518133785	1.501286822797554e-06
R-9	0	0.615	4	1	0.0001005	0.0005	0.55	45	0.985	0.0019359567180579412	10958.17016785998	1.1258729633031704e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.1	0.30183402624165107	13.653603205311873	6.750020705907967e-05
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.2	0.14369165011401794	28.73117264378963	6.0000006305491985e-05
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.3	0.08861975906771637	47.27051061349517	5.250060118661638e-05
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.4	0.05930942607904895	72.41094859598735	4.500069901737527e-05
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.5	0.04081779256413344	109.77607158819914	3.750042589881315e-05
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.6	0.028240309131308233	171.00510571329133	3.0000126906748152e-05
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.7	0.01875699504357454	285.91071555194964	2.250062046459257e-05
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.8	0.011407956168991186	552.5244388635161	1.5000086303070536e-05
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.9	0.005651209285154697	1508.6853932463164	7.502266039844873e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.91	0.005147891128880292	1736.941123057797	6.751191116645996e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.92	0.004660003955801309	2025.555830598066	6.000238510256066e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.93	0.004183884811375766	2399.235811938517	5.250127224697981e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.94	0.003724444036786549	2897.0036020616935	4.502257387428803e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.95	0.003285865119099672	3583.5516707598536	3.7500693619949258e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.96	0.002862762975366988	4570.47915091465	3.0022977059635716e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.97	0.0024770284498040456	6066.510004553121	2.251911400646303e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.98	0.0021697069064733673	8465.012935762057	1.500874223569204e-06
R-10	0	0.615	4	10	0.0001005	0.0005	0.55	45	0.985	0.002067344057293476	10193.904703082337	1.1255169132410286e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.1	0.46142479404157183	8.21619245862802	6.750003759040038e-05
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.2	0.22469589599057954	17.4324808765938	6.000043921411981e-05
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.3	0.1412918119672848	28.7963984829089	5.250001765835872e-05
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.4	0.09507869026556014	44.731188772233146	4.500092161599786e-05
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.5	0.06558682494615416	68.81079986242742	3.750005683047957e-05
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.6	0.04484626083971444	108.35969484768772	3.0000140519035705e-05
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.7	0.029339149726526608	183.7193083646586	2.2500139595445363e-05
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.8	0.017528715294475347	361.23354497207526	1.500000677385548e-05
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.9	0.008430067046777559	1017.062684279059	7.5023926689447785e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.91	0.007634120731394344	1178.3857985037282	6.751554799870324e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.92	0.006852162954558405	1385.3952594019067	6.000396328819218e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.93	0.006083034082998985	1658.9604519438278	5.250053397911822e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.94	0.005332246789837282	2034.7846651174107	4.501992342807969e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.95	0.004585820731564572	2578.054981060542	3.750084108689691e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.96	0.0038497173662279884	3421.106645084048	3.002139937928735e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.97	0.0031014195908219415	4880.717253229119	2.2522619036083907e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.98	0.002334166182026363	7925.546827365744	1.5008175677125728e-06
R-11	240	0.615	4	1	0.0001005	0.0005	0.55	45	0.985	0.0019267731436175364	11075.821780767617	1.1251675972192703e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.1	0.29895541585417457	12.898795302181576	6.750000043680893e-05
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.2	0.14581819626279768	27.48435356550121	6.0000042999238184e-05
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.3	0.09304767558058923	45.27468577177045	5.250042305035782e-05
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.4	0.06480520470722849	69.19000885046272	4.50001150065778e-05
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.5	0.04595006873749567	105.60427178323575	3.750009607739835e-05
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.6	0.03283484958648266	162.5130857814146	3.0000017665999388e-05
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.7	0.02268039315011199	266.6285341896392	2.250008444357113e-05
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.8	0.014336847596037816	500.0101768299871	1.5000015072381056e-05
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.9	0.007291592245637092	1305.0271133346587	7.502293192092323e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.91	0.006639877355352512	1496.0225916011875	6.75101861746051e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.92	0.006006836895729792	1738.740252134561	6.000085863541323e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.93	0.005375896135653529	2056.367197080317	5.250485787558292e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.94	0.004749012087177295	2487.5244221843873	4.5015900158218686e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.95	0.004116649580858095	3102.849079278373	3.750249301563846e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.96	0.0034913336149457086	4044.8431782202592	3.0002065827727656e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.97	0.0028491149020262374	5649.354097892807	2.2503099987945693e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.98	0.0021676953788695194	8938.9231746912	1.5005764141169302e-06
R-12	240	0.615	4	10	0.0001005	0.0005	0.55	45	0.985	0.0018093426729849367	12291.67787523009	1.1260860925459581e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.1	0.32880895484083306	12.027659391081684	6.750019510663103e-05
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.2	0.1575747189670513	25.405887723438507	6.0000064743877016e-05
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.3	0.09788574554557328	41.93478953725349	5.250011803661484e-05
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.4	0.06564060813901375	64.48194866065987	4.500073672436985e-05
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.5	0.045345286823198334	98.28832825633103	3.750135146197897e-05
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.6	0.03124900475039585	154.30816693632144	3.0001041945387152e-05
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.7	0.020510259041966846	260.9697722181866	2.2501322809938597e-05
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.8	0.012251103523382288	513.4686322485645	1.50019774623337e-05
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.9	0.005840006724279158	1460.1027777662046	7.500046827683262e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.91	0.005274566997037603	1694.9471063204671	6.75004139624368e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.92	0.004730686659201438	1997.6916238466733	6.000692995574263e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.93	0.004192143813251841	2398.8858386925253	5.252474097694296e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.94	0.003664180566819088	2951.2451480805757	4.500184411347479e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.95	0.0031456201009823132	3751.4267784285353	3.7512385152747735e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.96	0.002629418334478396	4996.60518800986	3.0000132853774005e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.97	0.0021132310464749156	7147.567329518026	2.2503780251522913e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.98	0.0015938645422413592	11613.95867629427	1.500018056244351e-06
R-13	0	0.615	4	6	1e-06	0.0005	0.55	45	0.985	0.0013223961996086876	16173.364483528281	1.126677854851657e-06
R-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.1	0.3430078146665761	11.97504388963763	6.750008686109907e-05
R-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.2	0.16319327853744836	25.25240242301393	6.000007366545117e-05
R-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.3	0.10044080751138144	41.62177577309034	5.250020820373687e-05
R-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.4	0.06705946144392538	63.93094535403291	4.500093148752568e-05
R-14	0	0.615	4	6	0.0002	0.0005	0.55	45	0.5	0.04592883709485408	97.28492707943805	3.750119228959327e-05
