shape	Ip	Fp	N_x	N_y	D	A	B	beta	E	COF	LCC	h_min
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.96	0.0036562276434439368	3562.010230648924	3.0009740310614845e-06
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.97	0.0034133611780093284	4381.127562184893	2.2504310096611133e-06
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.98	0.003285676417572116	5525.623006696471	1.50279214854514e-06
E-17	0	0.615	4	6	0.0001005	0.0004	0.55	45	0.985	0.0031668545826988646	6642.923420216629	1.1274253988033388e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.1	0.3450947770817466	11.97618526220879	6.750017689229224e-05
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.2	0.16446060415726324	25.165312548577372	6.000005395317874e-05
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.3	0.10121157711816191	41.43595931793671	5.250039116437624e-05
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.4	0.06761970339391658	63.55215252541106	4.500090037261968e-05
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.5	0.04631885257540013	96.52343178977334	3.750142080086522e-05
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.6	0.03174363186642594	150.7740690334493	3.0001338086070254e-05
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.7	0.021061669527411408	252.6631274301479	2.250162576802289e-05
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.8	0.012786493515528045	489.15560820457995	1.5000770349972725e-05
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.9	0.006370547661804278	1329.2296977823871	7.501870116259323e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.91	0.0058136129868362795	1526.7683967820592	6.751069843961951e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.92	0.005282792180575302	1775.228008042937	6.00024907291275e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.93	0.004763111710999521	2093.459984177145	5.250068547814104e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.94	0.004266279131992689	2511.8487107500305	4.501744051637996e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.95	0.003793859269125115	3078.6678430099078	3.7502730762828057e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.96	0.0033535525546768453	3873.9810161663813	3.0022771193216054e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.97	0.0029664684207088786	5027.686443908124	2.2511604001189705e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.98	0.0026848637104047407	6745.807982143806	1.501163146719675e-06
E-18	0	0.615	4	6	0.0001005	0.0006	0.55	45	0.985	0.002629890209650449	7947.4319842165005	1.1252656782459873e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.1	0.31548628599344136	12.219604662197158	6.750003284923364e-05
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.2	0.15274450527258837	26.227277400414238	6.000003606286215e-05
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.3	0.09709708985812654	43.30121970404408	5.250012989018079e-05
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.4	0.0671733708771352	66.52696031443436	4.500046474152626e-05
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.5	0.04746778363984673	101.57761045319177	3.750020465171001e-05
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.6	0.033824230893504996	156.48632820621788	3.0000000000979483e-05
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.7	0.023185447606199554	257.0324746139703	2.250018973271445e-05
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.8	0.014553357832750462	482.7428079259409	1.5000001145942228e-05
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.9	0.007398849961918461	1262.8033036147576	7.501869603956506e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.91	0.006743556976551137	1448.0028932102575	6.750754616136741e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.92	0.006102200832929739	1683.5911273227123	6.000023012263408e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.93	0.005463462989729105	1991.858906134518	5.250698325796359e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.94	0.004827412648389874	2410.3908442336406	4.501272794112792e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.95	0.004187766694473643	3008.3421248666286	3.750399924673014e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.96	0.0035573242587855314	3922.965922733896	3.000116526963231e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.97	0.0029032856922906396	5483.796297739485	2.250196402083898e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.98	0.002214188609763269	8687.881545811786	1.5007571005820951e-06
E-19	240	0.615	4	6	0.0001005	0.0004	0.55	45	0.985	0.0018479354563037526	11958.266957377064	1.1258720500949864e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.1	0.3494007270276035	11.09563327243072	6.750016849818856e-05
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.2	0.16720655184511088	23.930579386930695	6.000000203799833e-05
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.3	0.10542917764007337	39.8550926258195	5.250036904124422e-05
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.4	0.07221774899786346	61.91196525532645	4.500102511831061e-05
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.5	0.05099844635961442	94.69306815650836	3.7500096426022586e-05
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.6	0.036173790805010625	146.69091057404293	3.0001594030745166e-05
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.7	0.024714598658522977	243.02772340551238	2.2501657702105035e-05
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.8	0.015400531841325043	461.8750722558891	1.5001052747411032e-05
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.9	0.00768400721783565	1229.1823743896744	7.500353789012775e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.91	0.006984337801245323	1412.6600089312408	6.750016081677836e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.92	0.006298123764837723	1646.2690634754601	6.000301556275197e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.93	0.005619695884350212	1952.5161003382807	5.252220188928399e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.94	0.00495068277713186	2369.17097552981	4.500272499664412e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.95	0.004288783437032759	2964.9740575287115	3.751371156805383e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.96	0.003624283481390091	3877.2333993674742	3.000013444846014e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.97	0.002948614417116701	5436.576062606673	2.2500060056055813e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.98	0.0022387341100079503	8644.115522589023	1.5012973397158317e-06
E-20	240	0.615	4	6	0.0001005	0.0006	0.55	45	0.985	0.0018638744755172792	11917.286162560174	1.1255377936166654e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.1	0.2917344053408597	14.080573600000653	6.75000126593843e-05
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.2	0.13933243035524415	29.576723897809075	6.00003935893425e-05
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.3	0.08624776336490042	48.48198599186888	5.250003583449637e-05
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.4	0.05812795926778817	73.84554409117796	4.5000902211829716e-05
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.5	0.040490576915740165	111.00747415693289	3.75003654879912e-05
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.6	0.028397704940436072	170.69904833640828	3.000003248288906e-05
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.7	0.019274442310155963	279.1022775151114	2.2500137901923514e-05
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.8	0.012266094504528978	514.6226727306185	1.5001848414371185e-05
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.9	0.007044119961261813	1208.1133706012452	7.501519586005816e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.91	0.006636257283224743	1343.8299133402577	6.750832588794322e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.92	0.006261469200531093	1501.6348857808466	6.000148774956442e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.93	0.005927617186416754	1685.6458578453573	5.2501644005864735e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.94	0.005641557603218082	1902.553534919696	4.502085229625691e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.95	0.005407688010152636	2163.258157410935	3.750288614605401e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.96	0.00518953583382604	2498.844821499331	3.0007873345262363e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.97	0.0048204777579412845	3100.220975437913	2.2502123547289364e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.98	0.0038863017655806488	4674.666561794018	1.501209896123448e-06
E-21	0	0.615	4	6	0.0001005	0.0005	0.1	45	0.985	0.0033150964678466603	6355.469421424688	1.1257078179314594e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.1	0.03659264737891703	120.1250232018585	6.750024166907597e-05
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.2	0.03826756732335415	114.69568796411416	6.0000138301221605e-05
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.3	0.1681883744120712	25.780425851082242	5.250001562251589e-05
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.4	0.09012528932226883	49.546750271472156	4.500005232949789e-05
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.5	0.06416110759877218	72.41939284525226	3.750025005663981e-05
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.6	0.046389237693521435	106.12423699152956	3.0000124589125957e-05
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.7	0.033212967655279355	162.3669276016159	2.2500413305026947e-05
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.8	0.02206723381246638	284.7921388414529	1.5000773096521054e-05
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.9	0.010495407105385273	808.9133403198937	7.501085200278912e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.91	0.009469550183508117	940.9653234989895	6.75144593533766e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.92	0.008484657388457113	1108.6257118569197	6.000235649823293e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.93	0.007539574004219514	1328.1482660486463	5.251231346638232e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.94	0.006616435368401603	1624.8840612910583	4.500426673780469e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.95	0.005738639658845855	2041.6947237642407	3.7519653210464074e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.96	0.0048828005365201	2671.6618087050247	3.0026438677679093e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.97	0.004025730120279411	3720.8371242895078	2.2505612570646007e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.98	0.003150146150957243	5795.61450777182	1.5000523995942316e-06
E-22	0	0.615	4	6	0.0001005	0.0005	1.0	45	0.985	0.0026722086886591806	7844.420470535458	1.1250540640325685e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.1	0.28516301351569723	13.505705311816177	6.750008967477015e-05
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.2	0.14005052626781742	28.572124138907675	6.000006031446006e-05
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.3	0.08940672059121904	46.98243036251263	5.250032490659229e-05
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.4	0.062420855725753246	71.25949216916727	4.500107104153318e-05
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.5	0.043850280912199995	108.6623797320677	3.750018225249053e-05
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.6	0.031046971111429313	166.745943846542	3.0000042520532126e-05
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.7	0.021311789528115126	271.41127828837676	2.2500162436734963e-05
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.8	0.013509824200081904	503.37467197171645	1.5000035535759938e-05
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.9	0.007021874153171689	1292.421497110119	7.500861130412617e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.91	0.006420003971465607	1478.4384227274031	6.750151774026977e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.92	0.005829926059274713	1714.6341870704168	6.000130716565143e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.93	0.005240597036039593	2023.2294020125998	5.2519301726525544e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.94	0.004650971705010199	2441.474107835162	4.5002793268433506e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.95	0.0040596571196043554	3038.3526787205774	3.751619981452661e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.96	0.0034625655371667875	3949.006409262545	3.00010724050965e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.97	0.0028447807813085694	5500.938140573921	2.25006130147046e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.98	0.002185948023835419	8686.004872515861	1.5024941764726406e-06
E-23	240	0.615	4	6	0.0001005	0.0005	0.1	45	0.985	0.0018318856235588884	11929.317132610617	1.1250672124436283e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.1	0.06474116865851627	68.7802211046088	6.750022565728602e-05
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.2	0.09669304434376212	46.016915212123806	6.0000009331162756e-05
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.3	0.15572074278889853	29.01054866379856	5.2500041243183926e-05
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.4	0.105993857713633	42.80570869884026	4.5000053117973666e-05
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.5	0.010550460309912937	419.7937685844746	3.750067433707628e-05
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.6	0.03778350903641901	143.00347085905975	3.0000680785488158e-05
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.7	0.029303095976209448	210.08472253558435	2.2500121433680455e-05
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.8	0.017023513869714093	423.72384543381844	1.5000877420842502e-05
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.9	0.008094042557630445	1177.127723557581	7.500525790836509e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.91	0.007329595972425327	1357.9891770467161	6.7501870082292245e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.92	0.006577278194372437	1588.5959439353662	6.0001724346700805e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.93	0.005847089177637625	1891.2532379033394	5.250517930822601e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.94	0.005126866067815499	2303.70148829927	4.502024500975482e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.95	0.004415899851147619	2894.2095848097715	3.7504750741369495e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.96	0.003707488731147995	3802.9841615324012	3.001327743102841e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.97	0.0029949801438731143	5354.461337528243	2.250303267022904e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.98	0.00226749868440923	8551.904372859239	1.5023641488960763e-06
E-24	240	0.615	4	6	0.0001005	0.0005	1.0	45	0.985	0.0018825228428843795	11818.019964134404	1.1251845878543608e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.1	0.03398883865663782	129.65652788554658	6.75000037642479e-05
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.2	0.03660454577905197	120.51046604662629	6.0000538684600224e-05
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.3	0.14473709165485923	29.977111757243946	5.250060178843381e-05
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.4	0.08270402439760446	54.11572890010814	4.5000210764737277e-05
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.5	0.0593006085199722	78.69951409407447	3.75001994449407e-05
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.6	0.04317440635600303	114.66268680335851	3.000053023929672e-05
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.7	0.031307168140458565	173.25118886631705	2.2500000211941692e-05
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.8	0.02112345795019185	299.0464126566413	1.50018833879617e-05
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.9	0.010181518736978928	837.1680286432032	7.501191050434535e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.91	0.009218215624656011	970.8499552078046	6.751365686688067e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.92	0.00827926308747656	1140.8692763629645	6.001539457128679e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.93	0.00738115100052205	1361.4842633174894	5.250451077607312e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.94	0.00650222592162282	1657.8081828083125	4.5003386769467576e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.95	0.005660029351378954	2075.6916900032847	3.751658726490539e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.96	0.004828948858216497	2702.0397401771947	3.0014127630692246e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.97	0.004014814565864995	3743.3503676013456	2.2523220374165486e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.98	0.0031616282025442137	5792.98615306681	1.501638559423979e-06
E-25	0	0.615	4	6	0.0001005	0.0005	0.55	0	0.985	0.0026962929962489664	7823.975255070252	1.1269099862491276e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.1	0.33199410811927765	12.375423731120385	6.750012748408606e-05
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.2	0.15851415890269688	26.011706079662222	6.000011969011871e-05
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.3	0.09768006489472762	42.804932323128405	5.2500053918788544e-05
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.4	0.06534190751413377	65.6092418953281	4.500048839697738e-05
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.5	0.04485091567223166	99.55686705634689	3.750120050113636e-05
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.6	0.03094313140979441	155.300175335052	3.0001101264931614e-05
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.7	0.020528222744674612	260.0115228050708	2.2502000571144178e-05
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.8	0.012468700053136142	502.944938503092	1.5000606867161369e-05
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.9	0.006223572867927329	1363.8262672573605	7.501798740610132e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.91	0.0056902080226266475	1565.5090124415738	6.750979129797412e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.92	0.005170442860297509	1818.1343122149667	6.000193337120809e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.93	0.004670185162892644	2140.7468853419914	5.2501136429984656e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.94	0.004194094533852275	2562.373926761007	4.5019954749116875e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.95	0.003744397137706389	3127.7672614323797	3.7501750113311554e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.96	0.003330834001653692	3910.072532094136	3.0026359024630355e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.97	0.0029793349932237738	5019.553382624072	2.25146013382968e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.98	0.0027443877199091523	6620.371443897346	1.5008256810457281e-06
E-26	0	0.615	4	6	0.0001005	0.0005	0.55	90	0.985	0.0027027575082027495	7756.287163252548	1.1253265131526495e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.1	0.05877142064137531	76.0467296844444	6.750000235816041e-05
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.2	0.09382683376019861	47.726942291255874	6.000000001211733e-05
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.3	0.1417705372045621	31.995569605094598	5.250002598961785e-05
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.4	0.09811855406192549	46.49857405185231	4.5000054190668604e-05
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.5	0.01215187486785932	377.85061288042937	3.750000268167052e-05
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.6	0.03817178639429764	143.43478050306834	3.0000827472508805e-05
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.7	0.026602272316289935	232.28312293914513	2.2500521816770937e-05
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.8	0.015769434234962028	458.6452619736402	1.5001530005510831e-05
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.9	0.007695770616855869	1237.6040446463373	7.501043233508419e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.91	0.006986444146550306	1422.475051242002	6.751470420000057e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.92	0.0062986706834190845	1657.829637441156	6.001247441009826e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.93	0.005617149475624027	1965.7349017192762	5.2504817451983956e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.94	0.00494369730935429	2384.3046606781363	4.500019740874772e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.95	0.004279223446493654	2981.7217284614885	3.752253743375086e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.96	0.003615783043743149	3895.408824374945	3.0000580876194835e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.97	0.0029449949721451108	5455.562675011915	2.250004367306918e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.98	0.002236052729320682	8662.356411334604	1.501209091018382e-06
E-27	240	0.615	4	6	0.0001005	0.0005	0.55	0	0.985	0.0018620640068135103	11934.169173142558	1.1256019995513427e-06
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.1	0.3293573298009515	11.647114607335858	6.750017140560363e-05
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.2	0.15944769755197288	25.032484068398684	6.0000259720550095e-05
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.3	0.10124118314789447	41.40149673969402	5.2500098715688526e-05
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.4	0.06988818914492066	63.768488621509995	4.5000674053368876e-05
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.5	0.049249746197471043	97.62970586658648	3.750050609603319e-05
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.6	0.03500253993217255	151.00389858150166	3.000019048161275e-05
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.7	0.02394829969471286	249.18147402061712	2.2500829260813868e-05
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.8	0.014940169469854627	471.03166162537906	1.5000269623100075e-05
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.9	0.007532940938151375	1243.8196203714397	7.500930990056311e-06
E-28	240	0.615	4	6	0.0001005	0.0005	0.55	90	0.91	0.006854451773440705	1428.0254716125667	6.7502306749274065e-06
